기준연월,동반유형명,언급건수
202009,기타가족,8577
202009,자녀,3851
202009,친구,3575
202009,부모님,3400
202009,회사동료,3229
202009,배우자,2054
202009,싱글,1326
202009,연인,1240
202009,학생,628
