기준연월,목적지 유형,목적지 검색량
202108,전체,616578
202108,숙박,24640
202108,음식,246924
202108,기타관광,100372
202108,쇼핑,96498
202108,자연관광,10016
202108,문화관광,73803
202108,역사관광,10685
202108,체험관광,1264
202108,레저스포츠,52376
