year,month,업종중분류명,지역명,비율
2025,6,음식,부산광역시 북구,44.9
2025,6,쇼핑,부산광역시 북구,13.0
2025,6,기타관광,부산광역시 북구,12.6
2025,6,문화관광,부산광역시 북구,11.7
2025,6,숙박,부산광역시 북구,7.0
2025,6,레저스포츠,부산광역시 북구,5.3
2025,6,자연관광,부산광역시 북구,3.0
2025,6,역사관광,부산광역시 북구,1.5
2025,6,체험관광,부산광역시 북구,1.0
