year,month,업종중분류명,지역명,비율
2024,1,음식,경상남도 진주시,56.2
2024,1,쇼핑,경상남도 진주시,11.6
2024,1,기타관광,경상남도 진주시,10.7
2024,1,숙박,경상남도 진주시,8.7
2024,1,문화관광,경상남도 진주시,7.1
2024,1,자연관광,경상남도 진주시,2.0
2024,1,역사관광,경상남도 진주시,2.0
2024,1,레저스포츠,경상남도 진주시,1.7
2024,1,체험관광,경상남도 진주시,0.0
