year,month,업종중분류명,지역명,비율
2024,8,음식,대전광역시 대덕구,59.5
2024,8,쇼핑,대전광역시 대덕구,12.1
2024,8,기타관광,대전광역시 대덕구,10.1
2024,8,숙박,대전광역시 대덕구,6.1
2024,8,문화관광,대전광역시 대덕구,4.9
2024,8,레저스포츠,대전광역시 대덕구,4.2
2024,8,자연관광,대전광역시 대덕구,2.8
2024,8,역사관광,대전광역시 대덕구,0.2
2024,8,체험관광,대전광역시 대덕구,0.0
