year,month,지표 코드,지표명,지표 순위값,지역명
2025,8,1,방문자유입,61,연수구
2025,8,2,숙박방문자 비율,67,연수구
2025,8,3,체류시간,65,연수구
2025,8,4,목적지 검색량,17,연수구
2025,8,5,관광소비,44,연수구
2025,8,1,방문자유입,56,평택시
2025,8,2,숙박방문자 비율,36,평택시
2025,8,3,체류시간,9,평택시
2025,8,4,목적지 검색량,28,평택시
2025,8,5,관광소비,31,평택시
2025,8,1,방문자유입,64,파주시
2025,8,2,숙박방문자 비율,58,파주시
2025,8,3,체류시간,55,파주시
2025,8,4,목적지 검색량,9,파주시
2025,8,5,관광소비,25,파주시
2025,8,1,방문자유입,62,김포시
2025,8,2,숙박방문자 비율,75,김포시
2025,8,3,체류시간,90,김포시
2025,8,4,목적지 검색량,18,김포시
2025,8,5,관광소비,21,김포시
