year,month,지표 코드,지표명,지표 순위값,지역명
2024,1,1,방문자유입,62,연수구
2024,1,2,숙박방문자 비율,76,연수구
2024,1,3,체류시간,120,연수구
2024,1,4,목적지 검색량,14,연수구
2024,1,5,관광소비,35,연수구
2024,1,1,방문자유입,47,서구
2024,1,2,숙박방문자 비율,33,서구
2024,1,3,체류시간,56,서구
2024,1,4,목적지 검색량,34,서구
2024,1,5,관광소비,33,서구
2024,1,1,방문자유입,60,파주시
2024,1,2,숙박방문자 비율,49,파주시
2024,1,3,체류시간,69,파주시
2024,1,4,목적지 검색량,8,파주시
2024,1,5,관광소비,34,파주시
2024,1,1,방문자유입,57,김포시
2024,1,2,숙박방문자 비율,60,김포시
2024,1,3,체류시간,82,김포시
2024,1,4,목적지 검색량,20,김포시
2024,1,5,관광소비,24,김포시
