year,month,성/연령,지역명,비율
2024,4,50대 남성,경기도 용인시 처인구,11.2
2024,4,40대 남성,경기도 용인시 처인구,10.3
2024,4,30대 남성,경기도 용인시 처인구,9.6
2024,4,50대 여성,경기도 용인시 처인구,9.2
2024,4,60대 남성,경기도 용인시 처인구,8.7
2024,4,20대 남성,경기도 용인시 처인구,8.1
2024,4,40대 여성,경기도 용인시 처인구,7.4
2024,4,30대 여성,경기도 용인시 처인구,7.0
2024,4,60대 여성,경기도 용인시 처인구,6.9
2024,4,20대 여성,경기도 용인시 처인구,6.8
2024,4,10대 남성,경기도 용인시 처인구,3.6
2024,4,10대 여성,경기도 용인시 처인구,3.6
2024,4,70대 이상 남성,경기도 용인시 처인구,3.2
2024,4,70대 이상 여성,경기도 용인시 처인구,3.0
2024,4,10대 미만 여성,경기도 용인시 처인구,0.8
2024,4,10대 미만 남성,경기도 용인시 처인구,0.7
