year,month,업종중분류명,지역명,비율
2024,3,음식,광주광역시 서구,47.3
2024,3,쇼핑,광주광역시 서구,18.3
2024,3,문화관광,광주광역시 서구,11.8
2024,3,기타관광,광주광역시 서구,11.8
2024,3,숙박,광주광역시 서구,8.1
2024,3,자연관광,광주광역시 서구,1.1
2024,3,레저스포츠,광주광역시 서구,0.9
2024,3,역사관광,광주광역시 서구,0.5
2024,3,체험관광,광주광역시 서구,0.0
