year,month,성/연령,지역명,비율
2024,6,50대 남성,경기도 용인시 처인구,11.2
2024,6,40대 남성,경기도 용인시 처인구,10.1
2024,6,30대 남성,경기도 용인시 처인구,9.3
2024,6,50대 여성,경기도 용인시 처인구,9.0
2024,6,20대 남성,경기도 용인시 처인구,8.6
2024,6,60대 남성,경기도 용인시 처인구,8.6
2024,6,40대 여성,경기도 용인시 처인구,7.3
2024,6,20대 여성,경기도 용인시 처인구,6.9
2024,6,30대 여성,경기도 용인시 처인구,6.8
2024,6,60대 여성,경기도 용인시 처인구,6.6
2024,6,10대 남성,경기도 용인시 처인구,4.0
2024,6,10대 여성,경기도 용인시 처인구,3.8
2024,6,70대 이상 남성,경기도 용인시 처인구,3.2
2024,6,70대 이상 여성,경기도 용인시 처인구,3.0
2024,6,10대 미만 여성,경기도 용인시 처인구,0.8
2024,6,10대 미만 남성,경기도 용인시 처인구,0.7
