year,month,성/연령,지역명,비율
2024,12,30대 남성,경기도 안산시 단원구,12.2
2024,12,50대 남성,경기도 안산시 단원구,10.8
2024,12,50대 여성,경기도 안산시 단원구,9.5
2024,12,40대 남성,경기도 안산시 단원구,9.5
2024,12,20대 남성,경기도 안산시 단원구,9.1
2024,12,60대 남성,경기도 안산시 단원구,9.0
2024,12,30대 여성,경기도 안산시 단원구,8.0
2024,12,60대 여성,경기도 안산시 단원구,6.9
2024,12,20대 여성,경기도 안산시 단원구,6.9
2024,12,40대 여성,경기도 안산시 단원구,6.7
2024,12,10대 남성,경기도 안산시 단원구,2.9
2024,12,10대 여성,경기도 안산시 단원구,2.6
2024,12,70대 이상 여성,경기도 안산시 단원구,2.5
2024,12,70대 이상 남성,경기도 안산시 단원구,2.5
2024,12,10대 미만 여성,경기도 안산시 단원구,0.5
2024,12,10대 미만 남성,경기도 안산시 단원구,0.4
