year,month,업종중분류명,지역명,비율
2025,8,음식,경기도 안산시 상록구,53.4
2025,8,문화관광,경기도 안산시 상록구,13.3
2025,8,쇼핑,경기도 안산시 상록구,8.7
2025,8,기타관광,경기도 안산시 상록구,7.7
2025,8,레저스포츠,경기도 안산시 상록구,7.6
2025,8,숙박,경기도 안산시 상록구,6.0
2025,8,자연관광,경기도 안산시 상록구,1.7
2025,8,역사관광,경기도 안산시 상록구,0.9
2025,8,체험관광,경기도 안산시 상록구,0.7
