year,month,성/연령,지역명,비율
2024,10,30대 남성,경기도 수원시 권선구,11.4
2024,10,50대 남성,경기도 수원시 권선구,9.8
2024,10,40대 남성,경기도 수원시 권선구,9.5
2024,10,50대 여성,경기도 수원시 권선구,9.5
2024,10,30대 여성,경기도 수원시 권선구,8.8
2024,10,60대 남성,경기도 수원시 권선구,8.1
2024,10,20대 남성,경기도 수원시 권선구,8.0
2024,10,40대 여성,경기도 수원시 권선구,7.4
2024,10,60대 여성,경기도 수원시 권선구,7.3
2024,10,20대 여성,경기도 수원시 권선구,7.3
2024,10,70대 이상 여성,경기도 수원시 권선구,3.0
2024,10,70대 이상 남성,경기도 수원시 권선구,3.0
2024,10,10대 남성,경기도 수원시 권선구,2.8
2024,10,10대 여성,경기도 수원시 권선구,2.8
2024,10,10대 미만 여성,경기도 수원시 권선구,0.6
2024,10,10대 미만 남성,경기도 수원시 권선구,0.6
