year,month,업종중분류명,지역명,비율
2025,6,음식,경기도 파주시,48.8
2025,6,쇼핑,경기도 파주시,14.6
2025,6,문화관광,경기도 파주시,11.2
2025,6,기타관광,경기도 파주시,10.2
2025,6,레저스포츠,경기도 파주시,8.7
2025,6,숙박,경기도 파주시,3.9
2025,6,역사관광,경기도 파주시,1.6
2025,6,자연관광,경기도 파주시,0.6
2025,6,체험관광,경기도 파주시,0.3
