year,month,업종중분류명,지역명,비율
2024,11,음식,충청남도 천안시 동남구,46.8
2024,11,문화관광,충청남도 천안시 동남구,16.2
2024,11,쇼핑,충청남도 천안시 동남구,10.4
2024,11,기타관광,충청남도 천안시 동남구,9.9
2024,11,숙박,충청남도 천안시 동남구,8.1
2024,11,레저스포츠,충청남도 천안시 동남구,5.2
2024,11,역사관광,충청남도 천안시 동남구,1.9
2024,11,자연관광,충청남도 천안시 동남구,1.2
2024,11,체험관광,충청남도 천안시 동남구,0.4
