year,month,성/연령,지역명,비율
2024,4,50대 남성,경기도 광명시,10.6
2024,4,50대 여성,경기도 광명시,10.0
2024,4,40대 남성,경기도 광명시,9.6
2024,4,30대 남성,경기도 광명시,9.5
2024,4,60대 남성,경기도 광명시,8.8
2024,4,40대 여성,경기도 광명시,8.2
2024,4,60대 여성,경기도 광명시,8.2
2024,4,30대 여성,경기도 광명시,7.8
2024,4,20대 남성,경기도 광명시,6.4
2024,4,20대 여성,경기도 광명시,6.0
2024,4,70대 이상 여성,경기도 광명시,3.7
2024,4,70대 이상 남성,경기도 광명시,3.6
2024,4,10대 남성,경기도 광명시,3.4
2024,4,10대 여성,경기도 광명시,3.1
2024,4,10대 미만 여성,경기도 광명시,0.6
2024,4,10대 미만 남성,경기도 광명시,0.5
