year,month,성/연령,지역명,비율
2024,9,50대 남성,경상남도 김해시,11.1
2024,9,50대 여성,경상남도 김해시,10.6
2024,9,30대 남성,경상남도 김해시,9.2
2024,9,40대 남성,경상남도 김해시,9.2
2024,9,60대 남성,경상남도 김해시,9.2
2024,9,20대 남성,경상남도 김해시,7.6
2024,9,40대 여성,경상남도 김해시,7.6
2024,9,60대 여성,경상남도 김해시,7.1
2024,9,30대 여성,경상남도 김해시,6.7
2024,9,20대 여성,경상남도 김해시,5.9
2024,9,10대 남성,경상남도 김해시,4.1
2024,9,10대 여성,경상남도 김해시,4.0
2024,9,70대 이상 여성,경상남도 김해시,3.1
2024,9,70대 이상 남성,경상남도 김해시,3.0
2024,9,10대 미만 여성,경상남도 김해시,0.8
2024,9,10대 미만 남성,경상남도 김해시,0.7
