year,month,성/연령,지역명,비율
2024,6,50대 남성,경기도 파주시,10.9
2024,6,40대 남성,경기도 파주시,9.6
2024,6,50대 여성,경기도 파주시,9.3
2024,6,30대 남성,경기도 파주시,9.2
2024,6,20대 남성,경기도 파주시,9.1
2024,6,60대 남성,경기도 파주시,8.6
2024,6,40대 여성,경기도 파주시,7.6
2024,6,30대 여성,경기도 파주시,7.4
2024,6,60대 여성,경기도 파주시,7.0
2024,6,20대 여성,경기도 파주시,5.5
2024,6,70대 이상 여성,경기도 파주시,3.8
2024,6,70대 이상 남성,경기도 파주시,3.7
2024,6,10대 남성,경기도 파주시,3.6
2024,6,10대 여성,경기도 파주시,3.2
2024,6,10대 미만 여성,경기도 파주시,0.8
2024,6,10대 미만 남성,경기도 파주시,0.7
