year,month,성/연령,지역명,비율
2025,4,30대 남성,경기도 안산시 단원구,12.3
2025,4,50대 남성,경기도 안산시 단원구,10.8
2025,4,40대 남성,경기도 안산시 단원구,9.7
2025,4,50대 여성,경기도 안산시 단원구,9.4
2025,4,60대 남성,경기도 안산시 단원구,9.4
2025,4,20대 남성,경기도 안산시 단원구,8.7
2025,4,30대 여성,경기도 안산시 단원구,7.9
2025,4,60대 여성,경기도 안산시 단원구,7.2
2025,4,40대 여성,경기도 안산시 단원구,6.6
2025,4,20대 여성,경기도 안산시 단원구,6.5
2025,4,70대 이상 남성,경기도 안산시 단원구,2.9
2025,4,70대 이상 여성,경기도 안산시 단원구,2.7
2025,4,10대 남성,경기도 안산시 단원구,2.5
2025,4,10대 여성,경기도 안산시 단원구,2.4
2025,4,10대 미만 여성,경기도 안산시 단원구,0.5
2025,4,10대 미만 남성,경기도 안산시 단원구,0.4
