year,month,성/연령,지역명,비율
2024,8,30대 남성,경기도 안산시 단원구,12.0
2024,8,50대 남성,경기도 안산시 단원구,10.7
2024,8,20대 남성,경기도 안산시 단원구,9.6
2024,8,40대 남성,경기도 안산시 단원구,9.5
2024,8,50대 여성,경기도 안산시 단원구,9.3
2024,8,60대 남성,경기도 안산시 단원구,8.7
2024,8,30대 여성,경기도 안산시 단원구,7.9
2024,8,20대 여성,경기도 안산시 단원구,7.2
2024,8,40대 여성,경기도 안산시 단원구,6.7
2024,8,60대 여성,경기도 안산시 단원구,6.7
2024,8,10대 남성,경기도 안산시 단원구,3.0
2024,8,10대 여성,경기도 안산시 단원구,2.8
2024,8,70대 이상 여성,경기도 안산시 단원구,2.4
2024,8,70대 이상 남성,경기도 안산시 단원구,2.4
2024,8,10대 미만 여성,경기도 안산시 단원구,0.6
2024,8,10대 미만 남성,경기도 안산시 단원구,0.5
