year,month,업종중분류명,지역명,비율
2025,4,음식,경기도 화성시,50.9
2025,4,문화관광,경기도 화성시,10.7
2025,4,레저스포츠,경기도 화성시,8.7
2025,4,쇼핑,경기도 화성시,8.2
2025,4,기타관광,경기도 화성시,6.8
2025,4,숙박,경기도 화성시,5.7
2025,4,자연관광,경기도 화성시,5.3
2025,4,역사관광,경기도 화성시,2.1
2025,4,체험관광,경기도 화성시,1.7
