year,month,성/연령,지역명,비율
2024,10,30대 남성,경기도 오산시,11.1
2024,10,50대 남성,경기도 오산시,10.4
2024,10,40대 남성,경기도 오산시,10.2
2024,10,50대 여성,경기도 오산시,8.7
2024,10,60대 남성,경기도 오산시,7.9
2024,10,30대 여성,경기도 오산시,7.9
2024,10,20대 남성,경기도 오산시,7.5
2024,10,40대 여성,경기도 오산시,7.4
2024,10,60대 여성,경기도 오산시,7.0
2024,10,20대 여성,경기도 오산시,6.3
2024,10,10대 남성,경기도 오산시,3.7
2024,10,70대 이상 여성,경기도 오산시,3.6
2024,10,10대 여성,경기도 오산시,3.5
2024,10,70대 이상 남성,경기도 오산시,3.4
2024,10,10대 미만 여성,경기도 오산시,0.7
2024,10,10대 미만 남성,경기도 오산시,0.6
