year,month,업종중분류명,지역명,비율
2024,4,음식,경기도 고양시 덕양구,49.6
2024,4,쇼핑,경기도 고양시 덕양구,21.1
2024,4,레저스포츠,경기도 고양시 덕양구,9.5
2024,4,문화관광,경기도 고양시 덕양구,7.6
2024,4,기타관광,경기도 고양시 덕양구,5.6
2024,4,역사관광,경기도 고양시 덕양구,4.0
2024,4,숙박,경기도 고양시 덕양구,1.7
2024,4,체험관광,경기도 고양시 덕양구,0.8
2024,4,자연관광,경기도 고양시 덕양구,0.1
