year,month,지표 코드,지표명,지표 순위값,지역명
2025,3,1,방문자유입,57,연수구
2025,3,2,숙박방문자 비율,58,연수구
2025,3,3,체류시간,43,연수구
2025,3,4,목적지 검색량,11,연수구
2025,3,5,관광소비,35,연수구
2025,3,1,방문자유입,54,시흥시
2025,3,2,숙박방문자 비율,49,시흥시
2025,3,3,체류시간,118,시흥시
2025,3,4,목적지 검색량,25,시흥시
2025,3,5,관광소비,26,시흥시
2025,3,1,방문자유입,59,파주시
2025,3,2,숙박방문자 비율,50,파주시
2025,3,3,체류시간,113,파주시
2025,3,4,목적지 검색량,5,파주시
2025,3,5,관광소비,23,파주시
2025,3,1,방문자유입,66,김포시
2025,3,2,숙박방문자 비율,66,김포시
2025,3,3,체류시간,115,김포시
2025,3,4,목적지 검색량,15,김포시
2025,3,5,관광소비,21,김포시
