year,month,지표 코드,지표명,지표 순위값,지역명
2025,2,1,방문자유입,62,연수구
2025,2,2,숙박방문자 비율,74,연수구
2025,2,3,체류시간,107,연수구
2025,2,4,목적지 검색량,12,연수구
2025,2,5,관광소비,39,연수구
2025,2,1,방문자유입,56,시흥시
2025,2,2,숙박방문자 비율,59,시흥시
2025,2,3,체류시간,118,시흥시
2025,2,4,목적지 검색량,28,시흥시
2025,2,5,관광소비,31,시흥시
2025,2,1,방문자유입,61,파주시
2025,2,2,숙박방문자 비율,50,파주시
2025,2,3,체류시간,61,파주시
2025,2,4,목적지 검색량,6,파주시
2025,2,5,관광소비,33,파주시
2025,2,1,방문자유입,60,김포시
2025,2,2,숙박방문자 비율,69,김포시
2025,2,3,체류시간,89,김포시
2025,2,4,목적지 검색량,20,김포시
2025,2,5,관광소비,22,김포시
