year,month,지표 코드,지표명,지표 순위값,지역명
2024,3,1,방문자유입,56,연수구
2024,3,2,숙박방문자 비율,61,연수구
2024,3,3,체류시간,44,연수구
2024,3,4,목적지 검색량,9,연수구
2024,3,5,관광소비,36,연수구
2024,3,1,방문자유입,50,시흥시
2024,3,2,숙박방문자 비율,48,시흥시
2024,3,3,체류시간,101,시흥시
2024,3,4,목적지 검색량,25,시흥시
2024,3,5,관광소비,25,시흥시
2024,3,1,방문자유입,59,파주시
2024,3,2,숙박방문자 비율,50,파주시
2024,3,3,체류시간,113,파주시
2024,3,4,목적지 검색량,5,파주시
2024,3,5,관광소비,22,파주시
2024,3,1,방문자유입,61,김포시
2024,3,2,숙박방문자 비율,65,김포시
2024,3,3,체류시간,94,김포시
2024,3,4,목적지 검색량,18,김포시
2024,3,5,관광소비,21,김포시
