year,month,성/연령,지역명,비율
2025,3,30대 남성,경기도 안산시 단원구,11.9
2025,3,50대 남성,경기도 안산시 단원구,10.4
2025,3,40대 남성,경기도 안산시 단원구,9.4
2025,3,20대 남성,경기도 안산시 단원구,9.3
2025,3,50대 여성,경기도 안산시 단원구,9.1
2025,3,60대 남성,경기도 안산시 단원구,8.8
2025,3,30대 여성,경기도 안산시 단원구,8.0
2025,3,20대 여성,경기도 안산시 단원구,7.1
2025,3,60대 여성,경기도 안산시 단원구,6.9
2025,3,40대 여성,경기도 안산시 단원구,6.5
2025,3,10대 남성,경기도 안산시 단원구,3.3
2025,3,10대 여성,경기도 안산시 단원구,3.1
2025,3,70대 이상 남성,경기도 안산시 단원구,2.6
2025,3,70대 이상 여성,경기도 안산시 단원구,2.5
2025,3,10대 미만 여성,경기도 안산시 단원구,0.6
2025,3,10대 미만 남성,경기도 안산시 단원구,0.5
