year,month,성/연령,지역명,비율
2025,7,30대 남성,경기도 안산시 단원구,12.2
2025,7,50대 남성,경기도 안산시 단원구,10.8
2025,7,40대 남성,경기도 안산시 단원구,9.6
2025,7,50대 여성,경기도 안산시 단원구,9.2
2025,7,60대 남성,경기도 안산시 단원구,9.0
2025,7,20대 남성,경기도 안산시 단원구,8.8
2025,7,30대 여성,경기도 안산시 단원구,8.0
2025,7,60대 여성,경기도 안산시 단원구,7.3
2025,7,40대 여성,경기도 안산시 단원구,6.6
2025,7,20대 여성,경기도 안산시 단원구,6.5
2025,7,10대 남성,경기도 안산시 단원구,2.8
2025,7,70대 이상 여성,경기도 안산시 단원구,2.8
2025,7,70대 이상 남성,경기도 안산시 단원구,2.8
2025,7,10대 여성,경기도 안산시 단원구,2.6
2025,7,10대 미만 여성,경기도 안산시 단원구,0.6
2025,7,10대 미만 남성,경기도 안산시 단원구,0.5
