year,month,성/연령,지역명,비율
2024,2,50대 남성,경기도 양주시,10.8
2024,2,50대 여성,경기도 양주시,9.7
2024,2,40대 남성,경기도 양주시,9.4
2024,2,30대 남성,경기도 양주시,9.2
2024,2,60대 남성,경기도 양주시,8.7
2024,2,20대 남성,경기도 양주시,8.5
2024,2,40대 여성,경기도 양주시,7.8
2024,2,30대 여성,경기도 양주시,7.5
2024,2,60대 여성,경기도 양주시,6.8
2024,2,20대 여성,경기도 양주시,6.0
2024,2,10대 남성,경기도 양주시,3.6
2024,2,70대 이상 여성,경기도 양주시,3.4
2024,2,70대 이상 남성,경기도 양주시,3.4
2024,2,10대 여성,경기도 양주시,3.4
2024,2,10대 미만 여성,경기도 양주시,0.9
2024,2,10대 미만 남성,경기도 양주시,0.8
