업종대분류명,업종중분류명,업종대분류 비율(%),업종중분류 비율(%)
쇼핑업,레저용품쇼핑,52.7,2.4
쇼핑업,기타관광쇼핑,52.7,28.2
쇼핑업,대형쇼핑몰,52.7,69.5
숙박업,호텔,0.6,8.2
숙박업,캠핑장/펜션,0.6,5.3
숙박업,기타숙박,0.6,86.5
식음료업,일반외식업,25.3,82.7
식음료업,제과음료업,25.3,17.3
여가서비스업,관광유원시설,9.9,3.3
여가서비스업,골프장,9.9,81.4
여가서비스업,기타레저,9.9,11.8
여가서비스업,문화서비스,9.9,3.4
여행업,여행업,0.1,100.0
운송업,렌터카,10.5,0.2
운송업,육상운송,10.5,99.8
의료웰니스업,의료관광,0.9,16.2
의료웰니스업,뷰티,0.9,83.8
