업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,4325,2882,50.1,37585,21694,73.3
레저스포츠,2429,1680,44.6,37585,21694,73.3
문화관광,3995,2182,83.1,37585,21694,73.3
쇼핑,5600,3280,70.7,37585,21694,73.3
숙박,1027,671,53.1,37585,21694,73.3
역사관광,573,341,68.0,37585,21694,73.3
음식,18889,10272,83.9,37585,21694,73.3
자연관광,555,321,72.9,37585,21694,73.3
체험관광,192,65,195.4,37585,21694,73.3
