업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,4406,2408,83.0,30970,15753,96.6
레저스포츠,2551,1699,50.1,30970,15753,96.6
문화관광,3649,1795,103.3,30970,15753,96.6
쇼핑,4995,2601,92.0,30970,15753,96.6
숙박,990,552,79.3,30970,15753,96.6
역사관광,506,231,119.0,30970,15753,96.6
음식,13220,6194,113.4,30970,15753,96.6
자연관광,531,223,138.1,30970,15753,96.6
체험관광,122,50,144.0,30970,15753,96.6
