업종중분류명,지역명,비율
쇼핑,대구광역시 동구,27.9
기타관광,대구광역시 동구,26.8
음식,대구광역시 동구,25.8
문화관광,대구광역시 동구,8.1
숙박,대구광역시 동구,6.4
역사관광,대구광역시 동구,2.8
레저스포츠,대구광역시 동구,0.9
체험관광,대구광역시 동구,0.7
자연관광,대구광역시 동구,0.5
