업종중분류명,지역명,비율
음식,경상남도 김해시,43.6
쇼핑,경상남도 김해시,24.0
문화관광,경상남도 김해시,11.6
레저스포츠,경상남도 김해시,6.9
숙박,경상남도 김해시,5.1
기타관광,경상남도 김해시,4.5
역사관광,경상남도 김해시,2.8
자연관광,경상남도 김해시,1.2
체험관광,경상남도 김해시,0.3
