업종중분류명,지역명,비율
음식,전라남도 무안군,29.5
쇼핑,전라남도 무안군,20.9
기타관광,전라남도 무안군,15.6
레저스포츠,전라남도 무안군,11.1
자연관광,전라남도 무안군,10.7
문화관광,전라남도 무안군,5.9
숙박,전라남도 무안군,5.2
역사관광,전라남도 무안군,0.9
체험관광,전라남도 무안군,0.2
