성/연령,지역명,비율
50대 남성,경기도 양주시,12.9
40대 남성,경기도 양주시,10.7
20대 남성,경기도 양주시,10.0
50대 여성,경기도 양주시,9.6
30대 남성,경기도 양주시,8.5
60대 남성,경기도 양주시,8.5
40대 여성,경기도 양주시,7.6
20대 여성,경기도 양주시,6.3
30대 여성,경기도 양주시,5.9
60대 여성,경기도 양주시,5.7
10대 남성,경기도 양주시,3.5
10대 여성,경기도 양주시,3.3
70대 이상 남성,경기도 양주시,3.1
70대 이상 여성,경기도 양주시,2.6
10대 미만 여성,경기도 양주시,0.9
10대 미만 남성,경기도 양주시,0.8
