성/연령,지역명,비율
50대 남성,경기도 안성시,13.6
40대 남성,경기도 안성시,11.5
20대 남성,경기도 안성시,10.7
30대 남성,경기도 안성시,10.2
50대 여성,경기도 안성시,8.7
60대 남성,경기도 안성시,8.4
20대 여성,경기도 안성시,7.5
40대 여성,경기도 안성시,6.3
30대 여성,경기도 안성시,5.7
60대 여성,경기도 안성시,5.0
10대 남성,경기도 안성시,3.5
10대 여성,경기도 안성시,3.2
70대 이상 남성,경기도 안성시,2.4
70대 이상 여성,경기도 안성시,1.9
10대 미만 여성,경기도 안성시,0.6
10대 미만 남성,경기도 안성시,0.6
