지표 코드,지표명,지표 순위값,지역명
1,방문자유입,42,시흥시
2,숙박방문자 비율,37,시흥시
3,체류시간,134,시흥시
4,목적지 검색량,22,시흥시
5,관광소비,19,시흥시
1,방문자유입,50,파주시
2,숙박방문자 비율,58,파주시
3,체류시간,148,파주시
4,목적지 검색량,5,파주시
5,관광소비,20,파주시
1,방문자유입,47,김포시
2,숙박방문자 비율,40,김포시
3,체류시간,109,김포시
4,목적지 검색량,23,김포시
5,관광소비,21,김포시
1,방문자유입,83,경주시
2,숙박방문자 비율,21,경주시
3,체류시간,103,경주시
4,목적지 검색량,14,경주시
5,관광소비,66,경주시
