기준연월,목적지 유형,목적지 검색량
202008,전체,418305
202008,숙박,19645
202008,음식,151374
202008,기타관광,74104
202008,쇼핑,70424
202008,자연관광,5580
202008,문화관광,46114
202008,역사관광,6883
202008,체험관광,734
202008,레저스포츠,43447
