국가명,비율(%)
중국,40.06
필리핀,13.98
미국,13.82
기타,6.91
러시아,3.58
인도,3.48
일본,2.57
베트남,2.52
캐나다,2.07
태국,2.07
프랑스,2.02
튀르키예,1.97
인도네시아,1.61
독일,0.86
영국,0.45
대만,0.45
홍콩,0.35
말레이시아,0.35
오스트레일리아,0.3
카자흐스탄,0.2
몽골,0.2
싱가포르,0.15
사우디아라비아,0.0
