업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,3595,4706,-23.6,33613,39963,-15.9
레저스포츠,2401,2617,-8.3,33613,39963,-15.9
문화관광,4446,4573,-2.8,33613,39963,-15.9
쇼핑,348,7048,-95.1,33613,39963,-15.9
숙박,1137,1107,2.7,33613,39963,-15.9
역사관광,622,668,-6.9,33613,39963,-15.9
음식,20264,18203,11.3,33613,39963,-15.9
자연관광,568,795,-28.6,33613,39963,-15.9
체험관광,232,246,-5.7,33613,39963,-15.9
