유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
음식,간이음식,60.3,8.2
음식,외국식,60.3,9.6
음식,음식점기타,60.3,0.2
음식,전문음식,60.3,18.9
음식,카페/찻집,60.3,31.0
음식,한식,60.3,32.0
문화관광,레저스포츠시설,13.2,1.6
문화관광,테마공원,13.2,4.7
문화관광,전시시설,13.2,6.6
문화관광,복합관광시설,13.2,7.1
문화관광,랜드마크관광,13.2,2.7
문화관광,도시공원,13.2,45.5
문화관광,도시/지역문화관광,13.2,0.1
문화관광,기타문화관광지,13.2,6.8
문화관광,공연시설,13.2,24.9
기타관광,교통시설,10.7,0.0
기타관광,기타관광,10.7,100.0
레저스포츠,육상레저스포츠,7.1,90.8
레저스포츠,수상레저스포츠,7.1,6.3
레저스포츠,기타레저스포츠,7.1,2.8
숙박,모텔,3.4,23.3
숙박,호텔,3.4,31.6
숙박,콘도미니엄,3.4,1.6
숙박,캠핑,3.4,42.9
숙박,기타숙박,3.4,0.6
역사관광,역사유물,1.9,0.3
역사관광,역사유적지,1.9,26.7
역사관광,종교성지,1.9,73.0
자연관광,자연경관(산),1.7,50.0
자연관광,자연경관(하천/해양),1.7,7.7
자연관광,자연공원,1.7,42.3
쇼핑,시장,1.0,47.1
쇼핑,쇼핑몰,1.0,14.7
쇼핑,기타쇼핑시설,1.0,38.2
체험관광,농/산/어촌체험,0.7,91.8
체험관광,웰니스관광,0.7,8.2
