업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,3852,4954,-22.2,27837,34488,-19.3
레저스포츠,2578,2719,-5.2,27837,34488,-19.3
문화관광,4224,4632,-8.8,27837,34488,-19.3
쇼핑,292,6199,-95.3,27837,34488,-19.3
숙박,1103,1131,-2.5,27837,34488,-19.3
역사관광,505,558,-9.5,27837,34488,-19.3
음식,14601,13339,9.5,27837,34488,-19.3
자연관광,522,798,-34.6,27837,34488,-19.3
체험관광,160,158,1.3,27837,34488,-19.3
