업종대분류명,업종중분류명,중분류 소비액(천원)
쇼핑업,대형쇼핑몰,845403.0
쇼핑업,레저용품쇼핑,8584.0
쇼핑업,기타관광쇼핑,315251.0
숙박업,호텔,29753.0
숙박업,캠핑장/펜션,20.0
숙박업,기타숙박,26603.0
식음료업,일반외식업,149365.0
식음료업,제과음료업,28327.0
여가서비스업,관광유원시설,1134.0
여가서비스업,골프장,49953.0
여가서비스업,기타레저,15759.0
여가서비스업,문화서비스,775.0
운송업,육상운송,19221.0
의료웰니스업,의료관광,27949.0
의료웰니스업,뷰티,48808.0
