업종대분류명,업종중분류명,업종대분류 비율(%),업종중분류 비율(%)
쇼핑업,레저용품쇼핑,45.7,2.8
쇼핑업,기타관광쇼핑,45.7,32.0
쇼핑업,대형쇼핑몰,45.7,65.2
숙박업,호텔,0.7,9.1
숙박업,캠핑장/펜션,0.7,5.8
숙박업,기타숙박,0.7,85.1
식음료업,일반외식업,27.7,80.4
식음료업,제과음료업,27.7,19.6
여가서비스업,관광유원시설,11.4,3.3
여가서비스업,골프장,11.4,79.7
여가서비스업,기타레저,11.4,12.4
여가서비스업,문화서비스,11.4,4.6
여행업,여행업,0.0,100.0
운송업,육상운송,13.3,100.0
운송업,렌터카,13.3,0.0
의료웰니스업,의료관광,1.0,18.8
의료웰니스업,뷰티,1.0,81.2
