업종중분류명,지역명,비율
음식,대전광역시 대덕구,41.0
쇼핑,대전광역시 대덕구,14.7
기타관광,대전광역시 대덕구,13.6
문화관광,대전광역시 대덕구,12.1
숙박,대전광역시 대덕구,9.5
자연관광,대전광역시 대덕구,4.9
레저스포츠,대전광역시 대덕구,3.7
역사관광,대전광역시 대덕구,0.4
체험관광,대전광역시 대덕구,0.0
