업종중분류명,지역명,비율
음식,경기도 파주시,40.0
쇼핑,경기도 파주시,17.5
기타관광,경기도 파주시,13.6
문화관광,경기도 파주시,12.3
레저스포츠,경기도 파주시,8.3
숙박,경기도 파주시,4.6
역사관광,경기도 파주시,1.9
자연관광,경기도 파주시,1.5
체험관광,경기도 파주시,0.4
