업종중분류명,지역명,비율
음식,부산광역시 북구,42.9
기타관광,부산광역시 북구,17.3
문화관광,부산광역시 북구,12.7
쇼핑,부산광역시 북구,9.0
숙박,부산광역시 북구,8.9
자연관광,부산광역시 북구,4.5
레저스포츠,부산광역시 북구,4.2
역사관광,부산광역시 북구,0.5
