성/연령,지역명,비율
50대 남성,충청남도 당진시,14.4
40대 남성,충청남도 당진시,12.1
30대 남성,충청남도 당진시,10.4
60대 남성,충청남도 당진시,10.0
50대 여성,충청남도 당진시,8.7
20대 남성,충청남도 당진시,7.3
40대 여성,충청남도 당진시,6.7
60대 여성,충청남도 당진시,6.4
30대 여성,충청남도 당진시,5.4
20대 여성,충청남도 당진시,4.6
70대 이상 남성,충청남도 당진시,3.7
70대 이상 여성,충청남도 당진시,3.2
10대 남성,충청남도 당진시,3.1
10대 여성,충청남도 당진시,2.6
10대 미만 여성,충청남도 당진시,0.7
10대 미만 남성,충청남도 당진시,0.6
