성/연령,지역명,비율
50대 남성,경상북도 포항시 남구,12.9
40대 남성,경상북도 포항시 남구,10.5
20대 남성,경상북도 포항시 남구,10.0
60대 남성,경상북도 포항시 남구,9.5
30대 남성,경상북도 포항시 남구,9.3
50대 여성,경상북도 포항시 남구,9.2
40대 여성,경상북도 포항시 남구,7.0
60대 여성,경상북도 포항시 남구,6.9
20대 여성,경상북도 포항시 남구,5.6
30대 여성,경상북도 포항시 남구,5.3
70대 이상 남성,경상북도 포항시 남구,3.4
70대 이상 여성,경상북도 포항시 남구,3.2
10대 남성,경상북도 포항시 남구,3.2
10대 여성,경상북도 포항시 남구,2.8
10대 미만 여성,경상북도 포항시 남구,0.7
10대 미만 남성,경상북도 포항시 남구,0.6
