지표 코드,지표명,지표 순위값,지역명
1,방문자유입,20,남양주시
2,숙박방문자 비율,23,남양주시
3,체류시간,52,남양주시
4,목적지 검색량,8,남양주시
5,관광소비,20,남양주시
1,방문자유입,43,시흥시
2,숙박방문자 비율,49,시흥시
3,체류시간,94,시흥시
4,목적지 검색량,24,시흥시
5,관광소비,23,시흥시
1,방문자유입,34,용인시 기흥구
2,숙박방문자 비율,78,용인시 기흥구
3,체류시간,140,용인시 기흥구
4,목적지 검색량,26,용인시 기흥구
5,관광소비,19,용인시 기흥구
1,방문자유입,39,파주시
2,숙박방문자 비율,42,파주시
3,체류시간,90,파주시
4,목적지 검색량,5,파주시
5,관광소비,18,파주시
