업종중분류명,지역명,비율
음식,광주광역시 서구,44.1
쇼핑,광주광역시 서구,18.9
기타관광,광주광역시 서구,13.1
문화관광,광주광역시 서구,11.5
숙박,광주광역시 서구,9.5
레저스포츠,광주광역시 서구,1.1
자연관광,광주광역시 서구,1.0
역사관광,광주광역시 서구,0.7
체험관광,광주광역시 서구,0.0
