업종대분류명,업종중분류명,중분류 소비액(천원)
쇼핑업,대형쇼핑몰,729719.0
쇼핑업,레저용품쇼핑,5581.0
쇼핑업,기타관광쇼핑,298294.0
숙박업,호텔,34883.0
숙박업,기타숙박,42010.0
식음료업,일반외식업,156367.0
식음료업,제과음료업,30020.0
여가서비스업,관광유원시설,1663.0
여가서비스업,골프장,30183.0
여가서비스업,기타레저,18629.0
여가서비스업,문화서비스,1447.0
여행업,여행업,8.0
운송업,육상운송,26299.0
의료웰니스업,의료관광,44382.0
의료웰니스업,뷰티,27346.0
