업종중분류명,업체명,방문자수,순위
음식,일산칼국수/본점,29.0,1
음식,설문커피,19.0,2
음식,진밭국수,16.0,3
음식,가나안덕/일산본점,10.0,4
음식,옐로커피,9.0,5
음식,샛터농원,9.0,6
음식,뿅의전설/일산점 [중식],8.0,7
음식,카페떼오,8.0,8
음식,설참치/일산본점,7.0,9
음식,맥도날드/중산DT점,7.0,10
쇼핑,코스트코홀세일/일산점,97.0,1
쇼핑,라페스타,84.0,2
쇼핑,롯데백화점/일산점,26.0,3
쇼핑,이마트/풍산점,23.0,4
쇼핑,벨라시타,22.0,5
쇼핑,뉴코아아울렛/일산점,20.0,6
쇼핑,롯데아울렛/고양터미널점,14.0,7
쇼핑,홈플러스/일산점,13.0,8
쇼핑,홈플러스/고양터미널점,11.0,9
쇼핑,이마트/일산점,10.0,10
문화관광,일산호수공원,77.0,1
문화관광,CGV/일산,7.0,2
문화관광,정발산중앙공원,3.0,3
문화관광,중산체육공원,2.0,4
문화관광,메가박스/백석,2.0,5
문화관광,고양꽃전시관,2.0,6
문화관광,일산문화공원,1.0,7
문화관광,선인장전시관,1.0,8
문화관광,정발산공원,1.0,9
문화관광,롯데시네마/라페스타,1.0,10
