업종중분류명,업체명,방문자수,순위
쇼핑,롯데프리미엄아울렛/파주점,228.0,1
쇼핑,신세계프리미엄아울렛/파주점,196.0,2
쇼핑,이마트/파주운정점,51.0,3
쇼핑,홈플러스/파주운정점,40.0,4
쇼핑,운정가구타운,28.0,5
쇼핑,이마트/파주점,12.0,6
쇼핑,홈플러스/파주문산점,4.0,7
쇼핑,문산자유시장,4.0,8
쇼핑,금촌전통시장,1.0,9
쇼핑,파주파비뇽아울렛,1.0,10
음식,더티트렁크,34.0,1
음식,취선향/본점 [중식],9.0,2
음식,라플란드,8.0,3
음식,훈장골/파주점,7.0,4
음식,스타벅스/파주야당역점,7.0,5
음식,스타벅스/파주운정점,6.0,6
음식,투썸플레이스/파주동패점,6.0,7
음식,레드브릿지,6.0,8
음식,천천히카페,5.0,9
음식,심학산도토리국수/본점,5.0,10
문화관광,운정호수공원,40.0,1
문화관광,평화누리,14.0,2
문화관광,퍼스트가든,9.0,3
문화관광,자유로자동차극장,5.0,4
문화관광,운정건강공원,5.0,5
문화관광,메가박스/파주출판도시,3.0,6
문화관광,메가박스/파주금촌,3.0,7
문화관광,메가박스/파주운정,3.0,8
문화관광,새암공원,2.0,9
문화관광,CGV/파주문산,2.0,10
