업종중분류명,지역명,비율
음식,전라남도 무안군,25.0
기타관광,전라남도 무안군,17.6
쇼핑,전라남도 무안군,17.1
레저스포츠,전라남도 무안군,13.9
숙박,전라남도 무안군,9.9
자연관광,전라남도 무안군,9.8
문화관광,전라남도 무안군,5.8
역사관광,전라남도 무안군,0.7
체험관광,전라남도 무안군,0.1
