성/연령,지역명,비율
50대 남성,경기도 용인시 처인구,12.6
40대 남성,경기도 용인시 처인구,11.8
20대 남성,경기도 용인시 처인구,10.3
30대 남성,경기도 용인시 처인구,9.9
50대 여성,경기도 용인시 처인구,9.0
40대 여성,경기도 용인시 처인구,7.8
20대 여성,경기도 용인시 처인구,7.8
60대 남성,경기도 용인시 처인구,7.3
30대 여성,경기도 용인시 처인구,6.7
60대 여성,경기도 용인시 처인구,5.0
10대 남성,경기도 용인시 처인구,3.4
10대 여성,경기도 용인시 처인구,3.2
70대 이상 남성,경기도 용인시 처인구,2.3
70대 이상 여성,경기도 용인시 처인구,1.9
10대 미만 여성,경기도 용인시 처인구,0.7
10대 미만 남성,경기도 용인시 처인구,0.5
