업종중분류명,지역명,비율
음식,경기도 파주시,32.0
쇼핑,경기도 파주시,21.4
기타관광,경기도 파주시,18.7
문화관광,경기도 파주시,10.3
레저스포츠,경기도 파주시,9.9
숙박,경기도 파주시,4.5
역사관광,경기도 파주시,1.9
자연관광,경기도 파주시,1.1
체험관광,경기도 파주시,0.3
