기준연월,목적지 유형,목적지 검색량
202207,전체,660899
202207,숙박,33690
202207,음식,311289
202207,기타관광,77022
202207,쇼핑,94769
202207,자연관광,6305
202207,문화관광,67203
202207,역사관광,8621
202207,체험관광,2057
202207,레저스포츠,59943
