국가명,비율(%)
기타,24.55
태국,12.67
미국,10.49
중국,10.45
일본,8.46
인도네시아,4.92
베트남,3.93
싱가포르,3.19
프랑스,2.9
독일,2.62
캐나다,2.42
필리핀,2.24
몽골,1.87
영국,1.75
인도,1.68
러시아,1.2
말레이시아,1.1
오스트레일리아,1.0
카자흐스탄,0.86
대만,0.61
사우디아라비아,0.48
홍콩,0.27
튀르키예,0.25
아랍에미리트,0.06
멕시코,0.03
