업종중분류명,지역명,비율
음식,경기도 파주시,37.4
쇼핑,경기도 파주시,17.3
기타관광,경기도 파주시,16.1
문화관광,경기도 파주시,13.1
레저스포츠,경기도 파주시,8.9
숙박,경기도 파주시,3.7
역사관광,경기도 파주시,1.9
자연관광,경기도 파주시,1.4
체험관광,경기도 파주시,0.2
