성/연령,지역명,비율
50대 남성,충청북도 청주시 흥덕구,11.4
20대 남성,충청북도 청주시 흥덕구,11.2
30대 남성,충청북도 청주시 흥덕구,10.4
40대 남성,충청북도 청주시 흥덕구,10.0
20대 여성,충청북도 청주시 흥덕구,9.6
50대 여성,충청북도 청주시 흥덕구,9.5
40대 여성,충청북도 청주시 흥덕구,7.6
30대 여성,충청북도 청주시 흥덕구,7.5
60대 남성,충청북도 청주시 흥덕구,6.7
60대 여성,충청북도 청주시 흥덕구,5.1
10대 남성,충청북도 청주시 흥덕구,3.2
10대 여성,충청북도 청주시 흥덕구,3.0
70대 이상 남성,충청북도 청주시 흥덕구,2.0
70대 이상 여성,충청북도 청주시 흥덕구,1.7
10대 미만 여성,충청북도 청주시 흥덕구,0.7
10대 미만 남성,충청북도 청주시 흥덕구,0.6
