year,month,지역코드,지역명,평균 체류시간
2024,4,41111,수원시 장안구,709.0
2024,4,41113,수원시 권선구,970.0
2024,4,41115,수원시 팔달구,562.0
2024,4,41117,수원시 영통구,724.0
2024,4,41131,성남시 수정구,776.0
2024,4,41133,성남시 중원구,927.0
2024,4,41135,성남시 분당구,760.0
2024,4,41150,의정부시,1076.0
2024,4,41171,안양시 만안구,761.0
2024,4,41173,안양시 동안구,914.0
2024,4,41192,부천시 원미구,841.0
2024,4,41194,부천시 소사구,910.0
2024,4,41196,부천시 오정구,697.0
2024,4,41210,광명시,658.0
2024,4,41220,평택시,1780.0
2024,4,41250,동두천시,983.0
2024,4,41271,안산시 상록구,1209.0
2024,4,41273,안산시 단원구,948.0
2024,4,41281,고양시 덕양구,784.0
2024,4,41285,고양시 일산동구,689.0
2024,4,41287,고양시 일산서구,729.0
2024,4,41290,과천시,449.0
2024,4,41310,구리시,562.0
2024,4,41360,남양주시,994.0
2024,4,41370,오산시,1120.0
2024,4,41390,시흥시,1011.0
2024,4,41410,군포시,924.0
2024,4,41430,의왕시,526.0
2024,4,41450,하남시,702.0
2024,4,41461,용인시 처인구,920.0
2024,4,41463,용인시 기흥구,912.0
2024,4,41465,용인시 수지구,1023.0
2024,4,41480,파주시,1050.0
2024,4,41500,이천시,981.0
2024,4,41550,안성시,902.0
2024,4,41570,김포시,1134.0
2024,4,41590,화성시,1224.0
2024,4,41610,광주시,982.0
2024,4,41630,양주시,981.0
2024,4,41650,포천시,959.0
2024,4,41670,여주시,814.0
2024,4,41800,연천군,932.0
2024,4,41820,가평군,808.0
2024,4,41830,양평군,777.0
