year,month,광역지자체명,기초지자체명,기초지자체별 거주 방문자 수,기초지자체별 거주 방문자 비율
2024,9,강원특별자치도,춘천시,4,9.3
2024,9,강원특별자치도,원주시,3,7.0
2024,9,강원특별자치도,강릉시,5,11.6
2024,9,강원특별자치도,속초시,3,7.0
2024,9,강원특별자치도,홍천군,4,9.3
2024,9,강원특별자치도,횡성군,2,4.7
2024,9,강원특별자치도,정선군,1,2.3
2024,9,강원특별자치도,철원군,13,30.2
2024,9,강원특별자치도,화천군,2,4.7
2024,9,강원특별자치도,인제군,3,7.0
2024,9,강원특별자치도,고성군,1,2.3
2024,9,강원특별자치도,양양군,2,4.7
2024,9,경기도,수원시 장안구,19,0.5
2024,9,경기도,수원시 권선구,14,0.4
2024,9,경기도,수원시 팔달구,6,0.2
2024,9,경기도,수원시 영통구,20,0.6
2024,9,경기도,성남시 수정구,12,0.3
2024,9,경기도,성남시 중원구,14,0.4
2024,9,경기도,성남시 분당구,29,0.8
2024,9,경기도,의정부시,93,2.6
2024,9,경기도,안양시 만안구,20,0.6
2024,9,경기도,안양시 동안구,18,0.5
2024,9,경기도,부천시 원미구,83,2.3
2024,9,경기도,부천시 소사구,37,1.0
2024,9,경기도,부천시 오정구,40,1.1
2024,9,경기도,광명시,30,0.8
2024,9,경기도,평택시,27,0.8
2024,9,경기도,동두천시,27,0.8
2024,9,경기도,안산시 상록구,11,0.3
2024,9,경기도,안산시 단원구,24,0.7
2024,9,경기도,고양시 덕양구,742,20.9
2024,9,경기도,고양시 일산동구,672,18.9
2024,9,경기도,고양시 일산서구,637,17.9
2024,9,경기도,과천시,5,0.1
2024,9,경기도,구리시,22,0.6
2024,9,경기도,남양주시,72,2.0
2024,9,경기도,오산시,5,0.1
2024,9,경기도,시흥시,54,1.5
2024,9,경기도,군포시,13,0.4
2024,9,경기도,의왕시,7,0.2
2024,9,경기도,하남시,30,0.8
2024,9,경기도,용인시 처인구,13,0.4
2024,9,경기도,용인시 기흥구,13,0.4
2024,9,경기도,용인시 수지구,14,0.4
2024,9,경기도,이천시,12,0.3
2024,9,경기도,안성시,12,0.3
2024,9,경기도,김포시,297,8.4
2024,9,경기도,화성시,36,1.0
2024,9,경기도,광주시,31,0.9
2024,9,경기도,양주시,185,5.2
2024,9,경기도,포천시,44,1.2
2024,9,경기도,여주시,2,0.1
2024,9,경기도,연천군,94,2.6
2024,9,경기도,가평군,7,0.2
2024,9,경기도,양평군,10,0.3
2024,9,경상남도,양산시,1,50.0
2024,9,경상남도,산청군,1,50.0
2024,9,경상북도,포항시 남구,1,4.5
2024,9,경상북도,구미시,13,59.1
2024,9,경상북도,영주시,1,4.5
2024,9,경상북도,영천시,1,4.5
2024,9,경상북도,상주시,1,4.5
2024,9,경상북도,문경시,4,18.2
2024,9,경상북도,경산시,1,4.5
2024,9,광주광역시,서구,2,40.0
2024,9,광주광역시,남구,1,20.0
2024,9,광주광역시,북구,2,40.0
2024,9,대구광역시,동구,2,50.0
2024,9,대구광역시,북구,1,25.0
2024,9,대구광역시,군위군,1,25.0
2024,9,대전광역시,동구,2,20.0
2024,9,대전광역시,중구,1,10.0
2024,9,대전광역시,서구,2,20.0
2024,9,대전광역시,유성구,2,20.0
2024,9,대전광역시,대덕구,3,30.0
2024,9,부산광역시,부산진구,1,8.3
2024,9,부산광역시,동래구,1,8.3
2024,9,부산광역시,남구,1,8.3
2024,9,부산광역시,해운대구,3,25.0
2024,9,부산광역시,금정구,1,8.3
2024,9,부산광역시,강서구,1,8.3
2024,9,부산광역시,연제구,1,8.3
2024,9,부산광역시,수영구,1,8.3
2024,9,부산광역시,사상구,1,8.3
2024,9,부산광역시,기장군,1,8.3
2024,9,서울특별시,종로구,31,2.0
2024,9,서울특별시,중구,45,2.9
2024,9,서울특별시,용산구,52,3.4
2024,9,서울특별시,성동구,18,1.2
2024,9,서울특별시,광진구,11,0.7
2024,9,서울특별시,동대문구,17,1.1
2024,9,서울특별시,중랑구,30,2.0
2024,9,서울특별시,성북구,24,1.6
2024,9,서울특별시,강북구,21,1.4
2024,9,서울특별시,도봉구,33,2.2
2024,9,서울특별시,노원구,49,3.2
2024,9,서울특별시,은평구,186,12.1
2024,9,서울특별시,서대문구,73,4.8
2024,9,서울특별시,마포구,189,12.3
2024,9,서울특별시,양천구,102,6.7
2024,9,서울특별시,강서구,185,12.1
2024,9,서울특별시,구로구,66,4.3
2024,9,서울특별시,금천구,28,1.8
2024,9,서울특별시,영등포구,115,7.5
2024,9,서울특별시,동작구,53,3.5
2024,9,서울특별시,관악구,28,1.8
2024,9,서울특별시,서초구,56,3.7
2024,9,서울특별시,강남구,46,3.0
2024,9,서울특별시,송파구,41,2.7
2024,9,서울특별시,강동구,33,2.2
2024,9,울산광역시,울주군,1,100.0
2024,9,인천광역시,중구,82,12.2
2024,9,인천광역시,동구,8,1.2
2024,9,인천광역시,미추홀구,52,7.7
2024,9,인천광역시,연수구,37,5.5
2024,9,인천광역시,남동구,69,10.3
2024,9,인천광역시,부평구,113,16.8
2024,9,인천광역시,계양구,89,13.3
2024,9,인천광역시,서구,202,30.1
2024,9,인천광역시,강화군,19,2.8
2024,9,전라남도,목포시,1,25.0
2024,9,전라남도,여수시,1,25.0
2024,9,전라남도,순천시,1,25.0
2024,9,전라남도,무안군,1,25.0
2024,9,전북특별자치도,전주시 완산구,1,14.3
2024,9,전북특별자치도,전주시 덕진구,1,14.3
2024,9,전북특별자치도,군산시,1,14.3
2024,9,전북특별자치도,익산시,1,14.3
2024,9,전북특별자치도,무주군,1,14.3
2024,9,전북특별자치도,부안군,2,28.6
2024,9,충청남도,천안시 동남구,6,14.0
2024,9,충청남도,천안시 서북구,5,11.6
2024,9,충청남도,공주시,1,2.3
2024,9,충청남도,보령시,2,4.7
2024,9,충청남도,아산시,16,37.2
2024,9,충청남도,서산시,4,9.3
2024,9,충청남도,계룡시,1,2.3
2024,9,충청남도,당진시,3,7.0
2024,9,충청남도,금산군,1,2.3
2024,9,충청남도,홍성군,1,2.3
2024,9,충청남도,예산군,2,4.7
2024,9,충청남도,태안군,1,2.3
2024,9,충청북도,청주시 상당구,2,4.8
2024,9,충청북도,청주시 서원구,4,9.5
2024,9,충청북도,청주시 흥덕구,3,7.1
2024,9,충청북도,청주시 청원구,4,9.5
2024,9,충청북도,충주시,8,19.0
2024,9,충청북도,제천시,3,7.1
2024,9,충청북도,보은군,1,2.4
2024,9,충청북도,옥천군,1,2.4
2024,9,충청북도,증평군,2,4.8
2024,9,충청북도,진천군,3,7.1
2024,9,충청북도,괴산군,5,11.9
2024,9,충청북도,음성군,6,14.3
